Datetime,price,ema_20,rsi_14,macd_histogram,bb_lower,bb_upper,vwap
2026-03-02 14:30:00+00:00,644.0800170898438,641.6238943671917,58.35723972218537,0.7128964962974608,636.1192538991921,645.3557277902613,641.2033487955729
2026-03-02 14:35:00+00:00,644.4301147460938,641.8911534508967,59.273275744310446,0.6600516724949217,636.0539372958171,645.8425531826986,641.8819332244111
2026-03-02 14:40:00+00:00,649.719970703125,642.636755093966,70.00848972746822,0.927624154335199,635.2283522430558,647.6751328643662,643.0761995365481
2026-03-02 14:45:00+00:00,649.9749755859375,643.3356332360585,70.41336029076874,1.0585747278836097,634.7671053577263,649.1898770641486,643.875600281087
2026-03-02 14:50:00+00:00,646.5999755859375,643.6465229836659,59.051295531754704,0.8629575534696189,635.0111094517202,649.7077687221077,645.2003252982779
2026-03-02 14:55:00+00:00,648.5349731445312,644.1120896656531,62.761405625249914,0.8098134010703508,635.1475113974809,650.5068648232218,645.2003252982779
2026-03-02 15:00:00+00:00,647.3200073242188,644.4176056331356,59.13827803618545,0.6458854504918636,635.566548850429,650.9384682394148,645.3328105185014
2026-03-02 15:05:00+00:00,647.3400268554688,644.6959314638341,59.1800935558908,0.49845551189565884,636.1457133589787,651.2443073929743,645.4222285871494
2026-03-02 15:10:00+00:00,649.9000244140625,645.1915593638558,64.22212659876786,0.5300541115025699,636.5073971187168,651.9526248539393,645.5766202131365
2026-03-02 15:15:00+00:00,651.660888671875,645.8076859646196,67.22126736957779,0.6200009588166191,636.8381406497306,652.869970922535,645.8728556382368
2026-03-02 15:20:00+00:00,653.64501953125,646.5540986852511,70.24770618850823,0.7546394403555616,636.8286955281129,654.1709199504024,646.2594645753338
2026-03-02 15:25:00+00:00,651.8300170898438,647.0565671047361,64.39096219326748,0.6660600130038352,637.1721855749893,654.8924323449326,646.5300239944982
2026-03-02 15:30:00+00:00,650.3699951171875,647.3721316773505,60.05355983470604,0.463351343477989,637.6466280165882,655.2829923447398,646.6802464851781
2026-03-02 15:35:00+00:00,651.5,647.7652619937933,62.17712200466858,0.3639683911279863,638.2746612348599,655.6959564409215,646.7680059224126
2026-03-02 15:40:00+00:00,653.4600219726562,648.3076200870183,65.59369164491964,0.38669800915269237,639.0399471585772,656.2326724703289,646.8677879291174
2026-03-02 15:45:00+00:00,653.6900024414062,648.8202279302934,65.98198448163996,0.37348532636822007,640.1937899827122,656.4778286696313,647.0630376059495
2026-03-02 15:50:00+00:00,652.7249755859375,649.1921086594024,62.78030501501257,0.2613235121352391,641.6410462931789,656.309069673618,647.1968924442893
2026-03-02 15:55:00+00:00,654.8599853515625,649.7319064396081,66.63737756521091,0.2902634926773011,643.0690553739125,656.3150571749156,649.3399538238594
2026-03-02 16:00:00+00:00,654.510009765625,650.1869638992288,65.44021728938117,0.2468787340153109,643.7848837407196,656.6312173334991,649.3399538238594
2026-03-02 16:05:00+00:00,655.6500244140625,650.707255376832,67.48911624520728,0.2549615400179044,643.8180299464607,657.3620725926019,649.4468124984587
2026-03-02 16:10:00+00:00,655.1849975585938,651.1337070131902,65.7760674701556,0.19186839638022235,644.8140369681538,657.4765636177839,649.5261721736222
2026-03-02 16:15:00+00:00,653.3499755859375,651.3447802105946,59.37187108346566,-0.0003962014455001217,646.0435686621154,657.1390180078067,649.5985062550319
2026-03-02 16:20:00+00:00,652.6699829101562,651.4709899915053,57.1512713586062,-0.18983196197852115,646.2439441619491,657.2336437286762,650.3998724732459
2026-03-02 16:25:00+00:00,650.4500122070312,651.3737540120317,50.5094136892164,-0.4654092611004059,646.2957628804497,657.2293286722847,650.3998724732459
2026-03-02 16:30:00+00:00,652.1799926757812,651.4505386466745,54.907341990341095,-0.5273947725494752,647.1442337531728,656.9388595085459,650.6593852708688
2026-03-02 16:35:00+00:00,656.3400268554688,651.9162041903692,63.34306131369438,-0.29597331635836,647.4675613092805,657.3960373235319,650.6593852708688
2026-03-02 16:40:00+00:00,657.3150024414062,652.4303754523727,64.99585005692464,-0.09536996774545825,648.1241504053397,657.7389477391913,650.7531332880316
2026-03-02 16:45:00+00:00,657.1300048828125,652.8779592076527,64.40248669129633,0.0015918203403062492,649.0357287754679,657.8063671717974,650.8146595421597
2026-03-02 16:50:00+00:00,656.39501953125,653.2129173337096,61.981488457734024,-0.006592375150832996,649.4985690833134,657.993026375671,650.8589782178481
2026-03-02 16:55:00+00:00,659.5750122070312,653.8188311311687,67.64810338801247,0.169608769878685,649.2816523566106,659.0013554558892,652.3429940429319
2026-03-02 17:00:00+00:00,658.4151000976562,654.256571032739,63.906503901533995,0.1747931617530578,649.1673575249042,659.5926583442365,652.3429940429319
